participant.id_in_session,participant.code,participant.label,participant._is_bot,participant._index_in_pages,participant._max_page_index,participant._current_app_name,participant._current_page_name,participant.time_started_utc,participant.visited,participant.mturk_worker_id,participant.mturk_assignment_id,participant.payoff,session.code,session.label,session.mturk_HITId,session.mturk_HITGroupId,session.comment,session.is_demo,session.config.participation_fee,session.config.name,session.config.real_world_currency_per_point,session.params,survey.1.player.id_in_group,survey.1.player.role,survey.1.player.payoff,survey.1.player.positive_szenarios,survey.1.player.treatment_pa,survey.1.player.player_qualityfail_url,survey.1.player.session_variables,survey.1.player.failed_quality_check,survey.1.player.player_complete_url,survey.1.player.feedback,survey.1.player.home_office,survey.1.player.home_office_need,survey.1.player.risk_propensity,survey.1.player.algo_aversion,survey.1.player.teamlead,survey.1.player.hr_job,survey.1.player.pa_heard,survey.1.player.pa_knowledge,survey.1.player.pa_experience,survey.1.player.CON1,survey.1.player.CMB1,survey.1.player.CMB2,survey.1.player.PRS1T1,survey.1.player.PRS1T2,survey.1.player.PRS2T1,survey.1.player.PRS2T2,survey.1.player.PRS3T1,survey.1.player.PRS3T2,survey.1.player.PRS4T1,survey.1.player.PRS4T2,survey.1.player.FRS1T1,survey.1.player.FRS1T2,survey.1.player.FRS2T1,survey.1.player.FRS2T2,survey.1.player.FRS3T1,survey.1.player.FRS3T2,survey.1.player.FRS4T1,survey.1.player.FRS4T2,survey.1.player.ARS1T1,survey.1.player.ARS1T2,survey.1.player.ARS2T1,survey.1.player.ARS2T2,survey.1.player.ARS3T1,survey.1.player.ARS3T2,survey.1.player.ARS4T1,survey.1.player.ARS4T2,survey.1.player.ETHS1T1,survey.1.player.ETHS1T2,survey.1.player.ETHS2T1,survey.1.player.ETHS2T2,survey.1.player.ETHS3T1,survey.1.player.ETHS3T2,survey.1.player.ETHS4T1,survey.1.player.ETHS4T2,survey.1.player.PROS1T1,survey.1.player.PROS1T2,survey.1.player.PROS2T1,survey.1.player.PROS2T2,survey.1.player.PROS3T1,survey.1.player.PROS3T2,survey.1.player.PROS4T1,survey.1.player.PROS4T2,survey.1.group.id_in_subsession,survey.1.subsession.round_number
141,52fuhbad,,0,0,13,,,,0,,,0.0,5xn5ewu8,,,,,0,0.0,survey,1.0,,141,,0.0,1_and_4,1_and_4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1
142,h5vaw4st,,0,0,13,,,,0,,,0.0,5xn5ewu8,,,,,0,0.0,survey,1.0,,142,,0.0,2_and_3,1_and_4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1
143,u5dvbdvn,,0,0,13,,,,0,,,0.0,5xn5ewu8,,,,,0,0.0,survey,1.0,,143,,0.0,1_and_4,2_and_3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1
144,mwag62be,,0,0,13,,,,0,,,0.0,5xn5ewu8,,,,,0,0.0,survey,1.0,,144,,0.0,2_and_3,2_and_3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1
145,hxzhyg06,,0,0,13,,,,0,,,0.0,5xn5ewu8,,,,,0,0.0,survey,1.0,,145,,0.0,1_and_4,1_and_4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1
146,uc5jadt3,,0,0,13,,,,0,,,0.0,5xn5ewu8,,,,,0,0.0,survey,1.0,,146,,0.0,2_and_3,1_and_4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1
147,q1u3tvyd,,0,0,13,,,,0,,,0.0,5xn5ewu8,,,,,0,0.0,survey,1.0,,147,,0.0,1_and_4,2_and_3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1
148,d5dwsvrz,,0,0,13,,,,0,,,0.0,5xn5ewu8,,,,,0,0.0,survey,1.0,,148,,0.0,2_and_3,2_and_3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1
149,ba3kiasy,,0,0,13,,,,0,,,0.0,5xn5ewu8,,,,,0,0.0,survey,1.0,,149,,0.0,1_and_4,1_and_4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1
150,d27s950i,,0,0,13,,,,0,,,0.0,5xn5ewu8,,,,,0,0.0,survey,1.0,,150,,0.0,2_and_3,1_and_4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1
151,5py0wsm2,,0,0,13,,,,0,,,0.0,5xn5ewu8,,,,,0,0.0,survey,1.0,,151,,0.0,1_and_4,2_and_3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1
152,mjqdtfqg,,0,0,13,,,,0,,,0.0,5xn5ewu8,,,,,0,0.0,survey,1.0,,152,,0.0,2_and_3,2_and_3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1
153,b3pjjczs,,0,0,13,,,,0,,,0.0,5xn5ewu8,,,,,0,0.0,survey,1.0,,153,,0.0,1_and_4,1_and_4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1
154,cyoy8fe7,,0,0,13,,,,0,,,0.0,5xn5ewu8,,,,,0,0.0,survey,1.0,,154,,0.0,2_and_3,1_and_4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1
155,hlduitrq,,0,0,13,,,,0,,,0.0,5xn5ewu8,,,,,0,0.0,survey,1.0,,155,,0.0,1_and_4,2_and_3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1
156,5x27u0sn,,0,0,13,,,,0,,,0.0,5xn5ewu8,,,,,0,0.0,survey,1.0,,156,,0.0,2_and_3,2_and_3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1
157,lsvdtk7o,,0,0,13,,,,0,,,0.0,5xn5ewu8,,,,,0,0.0,survey,1.0,,157,,0.0,1_and_4,1_and_4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1
158,vh4je8fc,,0,0,13,,,,0,,,0.0,5xn5ewu8,,,,,0,0.0,survey,1.0,,158,,0.0,2_and_3,1_and_4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1
159,xieu5u2a,,0,0,13,,,,0,,,0.0,5xn5ewu8,,,,,0,0.0,survey,1.0,,159,,0.0,1_and_4,2_and_3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1
160,7mdcc06p,,0,0,13,,,,0,,,0.0,5xn5ewu8,,,,,0,0.0,survey,1.0,,160,,0.0,2_and_3,2_and_3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1
161,26vmkng5,,0,0,13,,,,0,,,0.0,5xn5ewu8,,,,,0,0.0,survey,1.0,,161,,0.0,1_and_4,1_and_4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1
162,6di53hai,,0,0,13,,,,0,,,0.0,5xn5ewu8,,,,,0,0.0,survey,1.0,,162,,0.0,2_and_3,1_and_4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1
163,gh2f2wg3,,0,0,13,,,,0,,,0.0,5xn5ewu8,,,,,0,0.0,survey,1.0,,163,,0.0,1_and_4,2_and_3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1
164,vy4gnuf2,,0,0,13,,,,0,,,0.0,5xn5ewu8,,,,,0,0.0,survey,1.0,,164,,0.0,2_and_3,2_and_3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1
165,9wak60gq,,0,0,13,,,,0,,,0.0,5xn5ewu8,,,,,0,0.0,survey,1.0,,165,,0.0,1_and_4,1_and_4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1
166,gi08nt23,,0,0,13,,,,0,,,0.0,5xn5ewu8,,,,,0,0.0,survey,1.0,,166,,0.0,2_and_3,1_and_4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1
167,onp0hfhi,,0,0,13,,,,0,,,0.0,5xn5ewu8,,,,,0,0.0,survey,1.0,,167,,0.0,1_and_4,2_and_3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1
168,ir6d5bij,,0,0,13,,,,0,,,0.0,5xn5ewu8,,,,,0,0.0,survey,1.0,,168,,0.0,2_and_3,2_and_3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1
169,o9p3beun,,0,0,13,,,,0,,,0.0,5xn5ewu8,,,,,0,0.0,survey,1.0,,169,,0.0,1_and_4,1_and_4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1
170,zvzy2fu3,,0,0,13,,,,0,,,0.0,5xn5ewu8,,,,,0,0.0,survey,1.0,,170,,0.0,2_and_3,1_and_4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1
171,r9du3b9q,,0,0,13,,,,0,,,0.0,5xn5ewu8,,,,,0,0.0,survey,1.0,,171,,0.0,1_and_4,2_and_3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1
172,j34vdp20,,0,0,13,,,,0,,,0.0,5xn5ewu8,,,,,0,0.0,survey,1.0,,172,,0.0,2_and_3,2_and_3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1
173,mzbkwhsp,,0,0,13,,,,0,,,0.0,5xn5ewu8,,,,,0,0.0,survey,1.0,,173,,0.0,1_and_4,1_and_4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1
174,gwpnmbdp,,0,0,13,,,,0,,,0.0,5xn5ewu8,,,,,0,0.0,survey,1.0,,174,,0.0,2_and_3,1_and_4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1
175,qb0orqn8,,0,0,13,,,,0,,,0.0,5xn5ewu8,,,,,0,0.0,survey,1.0,,175,,0.0,1_and_4,2_and_3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1
176,et9hugcc,,0,0,13,,,,0,,,0.0,5xn5ewu8,,,,,0,0.0,survey,1.0,,176,,0.0,2_and_3,2_and_3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1
177,hihf4knn,,0,0,13,,,,0,,,0.0,5xn5ewu8,,,,,0,0.0,survey,1.0,,177,,0.0,1_and_4,1_and_4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1
178,j0wtsebg,,0,0,13,,,,0,,,0.0,5xn5ewu8,,,,,0,0.0,survey,1.0,,178,,0.0,2_and_3,1_and_4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1
179,g92ivcan,,0,0,13,,,,0,,,0.0,5xn5ewu8,,,,,0,0.0,survey,1.0,,179,,0.0,1_and_4,2_and_3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1
180,r5xmwc45,,0,0,13,,,,0,,,0.0,5xn5ewu8,,,,,0,0.0,survey,1.0,,180,,0.0,2_and_3,2_and_3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1
181,nq1qncyu,,0,0,13,,,,0,,,0.0,5xn5ewu8,,,,,0,0.0,survey,1.0,,181,,0.0,1_and_4,1_and_4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1
182,h9vcenyb,,0,0,13,,,,0,,,0.0,5xn5ewu8,,,,,0,0.0,survey,1.0,,182,,0.0,2_and_3,1_and_4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1
183,abc9o23n,,0,0,13,,,,0,,,0.0,5xn5ewu8,,,,,0,0.0,survey,1.0,,183,,0.0,1_and_4,2_and_3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1
184,po0057rj,,0,0,13,,,,0,,,0.0,5xn5ewu8,,,,,0,0.0,survey,1.0,,184,,0.0,2_and_3,2_and_3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1
185,su04g84g,,0,0,13,,,,0,,,0.0,5xn5ewu8,,,,,0,0.0,survey,1.0,,185,,0.0,1_and_4,1_and_4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1
186,msc48eyu,,0,0,13,,,,0,,,0.0,5xn5ewu8,,,,,0,0.0,survey,1.0,,186,,0.0,2_and_3,1_and_4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1
187,nxcizus4,,0,0,13,,,,0,,,0.0,5xn5ewu8,,,,,0,0.0,survey,1.0,,187,,0.0,1_and_4,2_and_3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1
188,olt48gbr,,0,0,13,,,,0,,,0.0,5xn5ewu8,,,,,0,0.0,survey,1.0,,188,,0.0,2_and_3,2_and_3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1
189,71u2ri9n,,0,0,13,,,,0,,,0.0,5xn5ewu8,,,,,0,0.0,survey,1.0,,189,,0.0,1_and_4,1_and_4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1
190,ww1cuq96,,0,0,13,,,,0,,,0.0,5xn5ewu8,,,,,0,0.0,survey,1.0,,190,,0.0,2_and_3,1_and_4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1
191,sfzc3zmb,,0,0,13,,,,0,,,0.0,5xn5ewu8,,,,,0,0.0,survey,1.0,,191,,0.0,1_and_4,2_and_3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1
192,y3mvwc12,,0,0,13,,,,0,,,0.0,5xn5ewu8,,,,,0,0.0,survey,1.0,,192,,0.0,2_and_3,2_and_3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1
193,ryryi0hl,,0,0,13,,,,0,,,0.0,5xn5ewu8,,,,,0,0.0,survey,1.0,,193,,0.0,1_and_4,1_and_4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1
194,lmcnwotw,,0,0,13,,,,0,,,0.0,5xn5ewu8,,,,,0,0.0,survey,1.0,,194,,0.0,2_and_3,1_and_4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1
195,v58irut8,,0,0,13,,,,0,,,0.0,5xn5ewu8,,,,,0,0.0,survey,1.0,,195,,0.0,1_and_4,2_and_3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1
196,5cppept1,,0,0,13,,,,0,,,0.0,5xn5ewu8,,,,,0,0.0,survey,1.0,,196,,0.0,2_and_3,2_and_3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1
197,i355xlzk,,0,0,13,,,,0,,,0.0,5xn5ewu8,,,,,0,0.0,survey,1.0,,197,,0.0,1_and_4,1_and_4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1
198,gdougldy,,0,0,13,,,,0,,,0.0,5xn5ewu8,,,,,0,0.0,survey,1.0,,198,,0.0,2_and_3,1_and_4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1
199,d5rt3r8w,,0,0,13,,,,0,,,0.0,5xn5ewu8,,,,,0,0.0,survey,1.0,,199,,0.0,1_and_4,2_and_3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1
200,0wlghxf0,,0,0,13,,,,0,,,0.0,5xn5ewu8,,,,,0,0.0,survey,1.0,,200,,0.0,2_and_3,2_and_3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1
201,x9oub7qa,,0,0,13,,,,0,,,0.0,5xn5ewu8,,,,,0,0.0,survey,1.0,,201,,0.0,1_and_4,1_and_4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1
202,g07aw2oq,,0,0,13,,,,0,,,0.0,5xn5ewu8,,,,,0,0.0,survey,1.0,,202,,0.0,2_and_3,1_and_4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1
203,ezyrf62f,,0,0,13,,,,0,,,0.0,5xn5ewu8,,,,,0,0.0,survey,1.0,,203,,0.0,1_and_4,2_and_3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1
204,7eb0rn0q,,0,0,13,,,,0,,,0.0,5xn5ewu8,,,,,0,0.0,survey,1.0,,204,,0.0,2_and_3,2_and_3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1
205,0x2krmn2,,0,0,13,,,,0,,,0.0,5xn5ewu8,,,,,0,0.0,survey,1.0,,205,,0.0,1_and_4,1_and_4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1
206,8cb94oi1,,0,0,13,,,,0,,,0.0,5xn5ewu8,,,,,0,0.0,survey,1.0,,206,,0.0,2_and_3,1_and_4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1
207,690flym5,,0,0,13,,,,0,,,0.0,5xn5ewu8,,,,,0,0.0,survey,1.0,,207,,0.0,1_and_4,2_and_3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1
208,62mpfmn7,,0,0,13,,,,0,,,0.0,5xn5ewu8,,,,,0,0.0,survey,1.0,,208,,0.0,2_and_3,2_and_3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1
209,5dk1kpbd,,0,0,13,,,,0,,,0.0,5xn5ewu8,,,,,0,0.0,survey,1.0,,209,,0.0,1_and_4,1_and_4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1
210,gn5uqorh,,0,0,13,,,,0,,,0.0,5xn5ewu8,,,,,0,0.0,survey,1.0,,210,,0.0,2_and_3,1_and_4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1
211,pei377pd,,0,0,13,,,,0,,,0.0,5xn5ewu8,,,,,0,0.0,survey,1.0,,211,,0.0,1_and_4,2_and_3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1
212,z4c4wjfn,,0,0,13,,,,0,,,0.0,5xn5ewu8,,,,,0,0.0,survey,1.0,,212,,0.0,2_and_3,2_and_3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1
213,eohi70bi,,0,0,13,,,,0,,,0.0,5xn5ewu8,,,,,0,0.0,survey,1.0,,213,,0.0,1_and_4,1_and_4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1
214,373lk85u,,0,0,13,,,,0,,,0.0,5xn5ewu8,,,,,0,0.0,survey,1.0,,214,,0.0,2_and_3,1_and_4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1
215,g7a9ak8j,,0,0,13,,,,0,,,0.0,5xn5ewu8,,,,,0,0.0,survey,1.0,,215,,0.0,1_and_4,2_and_3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1
216,vbx3nvl3,,0,0,13,,,,0,,,0.0,5xn5ewu8,,,,,0,0.0,survey,1.0,,216,,0.0,2_and_3,2_and_3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1
217,t1wo8ifk,,0,0,13,,,,0,,,0.0,5xn5ewu8,,,,,0,0.0,survey,1.0,,217,,0.0,1_and_4,1_and_4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1
218,lu6lwdm1,,0,0,13,,,,0,,,0.0,5xn5ewu8,,,,,0,0.0,survey,1.0,,218,,0.0,2_and_3,1_and_4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1
219,t0387xa9,,0,0,13,,,,0,,,0.0,5xn5ewu8,,,,,0,0.0,survey,1.0,,219,,0.0,1_and_4,2_and_3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1
220,zb11rgb3,,0,0,13,,,,0,,,0.0,5xn5ewu8,,,,,0,0.0,survey,1.0,,220,,0.0,2_and_3,2_and_3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1
221,uci7figq,,0,0,13,,,,0,,,0.0,5xn5ewu8,,,,,0,0.0,survey,1.0,,221,,0.0,1_and_4,1_and_4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1
222,wjjn6eb5,,0,0,13,,,,0,,,0.0,5xn5ewu8,,,,,0,0.0,survey,1.0,,222,,0.0,2_and_3,1_and_4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1
223,y2c631x0,,0,0,13,,,,0,,,0.0,5xn5ewu8,,,,,0,0.0,survey,1.0,,223,,0.0,1_and_4,2_and_3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1
224,5g005nj7,,0,0,13,,,,0,,,0.0,5xn5ewu8,,,,,0,0.0,survey,1.0,,224,,0.0,2_and_3,2_and_3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1
225,kge4fonc,,0,0,13,,,,0,,,0.0,5xn5ewu8,,,,,0,0.0,survey,1.0,,225,,0.0,1_and_4,1_and_4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1
226,l8p0qgn3,,0,0,13,,,,0,,,0.0,5xn5ewu8,,,,,0,0.0,survey,1.0,,226,,0.0,2_and_3,1_and_4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1
227,px8l7odt,,0,0,13,,,,0,,,0.0,5xn5ewu8,,,,,0,0.0,survey,1.0,,227,,0.0,1_and_4,2_and_3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1
228,vvbheicy,,0,0,13,,,,0,,,0.0,5xn5ewu8,,,,,0,0.0,survey,1.0,,228,,0.0,2_and_3,2_and_3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1
229,dgxyc8pe,,0,0,13,,,,0,,,0.0,5xn5ewu8,,,,,0,0.0,survey,1.0,,229,,0.0,1_and_4,1_and_4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1
230,hetwn67h,,0,0,13,,,,0,,,0.0,5xn5ewu8,,,,,0,0.0,survey,1.0,,230,,0.0,2_and_3,1_and_4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1
231,iqeob112,,0,0,13,,,,0,,,0.0,5xn5ewu8,,,,,0,0.0,survey,1.0,,231,,0.0,1_and_4,2_and_3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1
232,83h2fsge,,0,0,13,,,,0,,,0.0,5xn5ewu8,,,,,0,0.0,survey,1.0,,232,,0.0,2_and_3,2_and_3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1
233,38naw923,,0,0,13,,,,0,,,0.0,5xn5ewu8,,,,,0,0.0,survey,1.0,,233,,0.0,1_and_4,1_and_4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1
234,x3nsjr5f,,0,0,13,,,,0,,,0.0,5xn5ewu8,,,,,0,0.0,survey,1.0,,234,,0.0,2_and_3,1_and_4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1
235,0b2ufzvh,,0,0,13,,,,0,,,0.0,5xn5ewu8,,,,,0,0.0,survey,1.0,,235,,0.0,1_and_4,2_and_3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1
236,sh5voq4o,,0,0,13,,,,0,,,0.0,5xn5ewu8,,,,,0,0.0,survey,1.0,,236,,0.0,2_and_3,2_and_3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1
